customer_id,age,tenure_months,monthly_charges,total_charges,num_support_tickets,contract_type,internet_service,payment_method,gender,partner,churn
C10305,44.0,10,41.75,459.66,3,Two year,No,Credit card,Female,Yes,Yes
C10306,24.0,22,47.79,,3,Month-to-month,Fiber optic,Credit card,Male,Yes,Yes
C10307,68.0,40,68.0,2495.74,4,Month-to-month,Fiber optic,Bank transfer,Male,Yes,Yes
C10308,70.0,23,77.82,1947.19,5,Two year,Fiber optic,Electronic check,Male,No,No
C10309,64.0,7,68.32,528.14,4,Month-to-month,No,Credit card,Female,Yes,Yes
C10310,56.0,48,26.58,1465.23,2,Month-to-month,DSL,Electronic check,Male,No,Yes
C10311,42.0,49,42.85,2334.55,2,Month-to-month,No,Electronic check,Male,Yes,No
C10312,51.0,8,104.05,929.77,6,Month-to-month,DSL,Bank transfer,Male,No,Yes
C10313,50.0,20,83.03,1568.11,1,Month-to-month,No,Bank transfer,Female,No,Yes
C10314,28.0,17,84.21,1389.34,4,One year,DSL,Electronic check,Male,Yes,No
C10315,23.0,48,86.36,3856.87,4,Month-to-month,DSL,Electronic check,Female,No,Yes
C10316,33.0,53,95.82,5240.41,6,One year,DSL,Bank transfer,Female,No,No
C10317,46.0,53,23.93,1435.25,5,Month-to-month,Fiber optic,Mailed check,Female,No,No
C10318,27.0,68,55.39,3590.97,3,Month-to-month,DSL,Bank transfer,Male,Yes,No
C10319,24.0,56,73.03,4159.62,2,Month-to-month,DSL,Mailed check,Male,No,No
C10320,70.0,23,52.52,1134.14,2,One year,Fiber optic,Bank transfer,Female,No,Yes
C10321,41.0,7,104.14,656.77,3,Month-to-month,Fiber optic,Mailed check,Male,Yes,Yes
C10322,54.0,44,67.22,2687.22,1,Month-to-month,Fiber optic,Mailed check,Female,No,Yes
C10323,50.0,66,96.4,5518.64,5,Two year,,Mailed check,Female,Yes,No
C10324,63.0,71,104.91,8452.59,1,One year,Fiber optic,Bank transfer,Male,No,No
C10325,63.0,16,69.49,1079.45,5,Month-to-month,DSL,Bank transfer,Male,Yes,Yes
C10326,36.0,17,110.77,2071.84,6,Two year,DSL,Bank transfer,Male,Yes,Yes
C10327,70.0,2,77.89,164.25,7,Month-to-month,No,Bank transfer,Male,No,Yes
C10328,41.0,10,104.73,950.5,0,Month-to-month,DSL,Electronic check,Female,No,Yes
C10329,69.0,40,52.74,1904.21,6,Month-to-month,Fiber optic,Credit card,Male,No,Yes
C10330,43.0,39,68.88,2937.75,0,,No,Bank transfer,Female,No,No
C10331,24.0,27,72.2,1811.8,2,Month-to-month,No,Bank transfer,Male,Yes,No
C10332,65.0,22,28.71,709.93,1,One year,Fiber optic,Credit card,Female,Yes,No
C10333,19.0,60,58.65,3139.01,1,Month-to-month,Fiber optic,Credit card,Female,Yes,No
C10334,65.0,33,111.57,3878.1,1,Two year,Fiber optic,Bank transfer,Female,No,No
C10335,20.0,59,,5316.38,0,Two year,Fiber optic,Credit card,Male,Yes,No
C10336,30.0,70,36.11,2326.94,6,One year,DSL,Mailed check,Female,No,No
C10337,55.0,23,52.56,,0,One year,DSL,Bank transfer,Male,Yes,No
C10338,76.0,14,37.54,598.8,3,One year,Fiber optic,Mailed check,Male,Yes,No
C10339,,69,20.53,1316.53,5,Two year,DSL,Bank transfer,Female,Yes,No
C10340,25.0,46,450.0,20265.03,7,Month-to-month,Fiber optic,Electronic check,Male,Yes,Yes
C10341,32.0,21,63.72,1311.03,6,Month-to-month,,Credit card,Female,Yes,Yes
C10342,73.0,45,49.37,2057.05,1,Month-to-month,No,Electronic check,Female,No,Yes
C10343,63.0,37,79.04,3166.44,7,Month-to-month,No,Bank transfer,Male,Yes,No
C10344,24.0,66,18.75,1338.42,5,Month-to-month,Fiber optic,Electronic check,Female,No,No
C10345,41.0,18,46.36,804.02,1,One year,,Electronic check,Female,No,No
C10346,34.0,72,89.71,7108.51,3,Month-to-month,DSL,Credit card,Female,No,No
C10347,,68,82.64,5135.81,7,Two year,Fiber optic,Credit card,Male,No,No
C10348,70.0,13,118.14,1307.43,3,Month-to-month,DSL,Electronic check,Female,Yes,Yes
C10349,56.0,12,81.28,996.18,1,Month-to-month,No,Electronic check,Female,Yes,No
C10350,29.0,38,66.71,2910.72,7,Month-to-month,No,Credit card,Male,Yes,Yes
C10351,58.0,3,,247.29,7,Month-to-month,No,Credit card,Female,No,Yes
C10352,43.0,21,110.14,2110.33,7,Month-to-month,No,Electronic check,Male,No,No
C10353,21.0,31,91.51,2852.91,7,Month-to-month,No,Bank transfer,Female,Yes,Yes
C10354,45.0,70,116.25,8894.14,6,Month-to-month,DSL,Mailed check,Male,Yes,No
C10355,29.0,72,97.76,6170.93,3,Month-to-month,No,Bank transfer,Male,No,Yes
C10356,33.0,11,106.41,1133.72,1,Month-to-month,Fiber optic,Mailed check,Female,No,No
C10357,72.0,65,29.64,2069.4,4,Month-to-month,Fiber optic,Electronic check,Female,No,Yes
C10358,62.0,6,92.71,534.82,1,Month-to-month,Fiber optic,Mailed check,Male,No,Yes
C10359,26.0,54,62.89,3079.04,3,Month-to-month,DSL,Bank transfer,Male,No,Yes
C10360,70.0,61,74.42,4124.92,5,Month-to-month,DSL,Credit card,Female,No,No
C10361,,65,,5358.2,7,Month-to-month,DSL,Electronic check,Male,Yes,No
C10362,72.0,16,116.92,1859.17,2,Month-to-month,DSL,Credit card,Female,Yes,No
C10363,64.0,65,118.43,8533.52,2,One year,Fiber optic,Bank transfer,Male,No,No
C10364,39.0,8,47.4,395.38,5,Two year,No,Credit card,Male,No,No
C10365,51.0,37,92.84,3631.29,0,Two year,Fiber optic,Credit card,Male,Yes,No
C10366,50.0,34,94.5,3678.55,4,Month-to-month,Fiber optic,Electronic check,Male,No,Yes
C10367,62.0,23,53.34,1194.37,5,Month-to-month,Fiber optic,Electronic check,Female,Yes,Yes
C10368,33.0,1,30.63,,4,Month-to-month,Fiber optic,Credit card,Male,No,Yes
C10369,38.0,56,22.18,1399.83,3,One year,DSL,Electronic check,Male,Yes,No
C10370,33.0,24,97.29,2156.95,6,One year,No,Electronic check,Male,No,No
C10371,36.0,48,67.95,3486.47,2,Two year,DSL,Mailed check,Male,No,No
C10372,27.0,29,118.53,3699.89,5,Two year,Fiber optic,Credit card,Male,Yes,No
C10373,20.0,27,65.43,1553.44,3,Month-to-month,Fiber optic,Credit card,Male,Yes,Yes
C10374,76.0,64,117.75,7464.18,0,One year,Fiber optic,Bank transfer,Male,No,Yes
C10375,22.0,6,59.98,327.55,4,Two year,No,Electronic check,Male,Yes,No
C10376,,53,98.96,4749.83,0,Month-to-month,DSL,Mailed check,Female,Yes,No
C10377,18.0,54,26.65,1423.48,7,Two year,No,Bank transfer,Female,No,No
C10378,66.0,27,74.66,1888.48,4,Month-to-month,Fiber optic,Electronic check,Female,Yes,Yes
C10379,38.0,19,99.81,2064.82,2,Two year,Fiber optic,Bank transfer,Female,Yes,No
C10380,50.0,0,112.32,126.05,3,One year,Fiber optic,Electronic check,Female,Yes,Yes
C10381,35.0,68,101.9,7558.48,4,Month-to-month,No,Mailed check,Female,No,Yes
C10382,48.0,69,21.77,,2,One year,No,Electronic check,Female,Yes,No
C10383,45.0,17,56.02,887.81,2,Month-to-month,Fiber optic,Bank transfer,Male,Yes,No
C10384,50.0,2,22.97,42.56,3,One year,No,Credit card,Female,Yes,Yes
C10385,42.0,8,29.15,207.67,2,One year,Fiber optic,Electronic check,Male,Yes,No
C10386,51.0,4,86.88,393.79,6,One year,Fiber optic,Credit card,Female,Yes,Yes
C10387,69.0,60,90.75,5285.0,0,Two year,No,Bank transfer,Female,Yes,Yes
C10388,44.0,65,96.92,5779.48,6,Month-to-month,Fiber optic,Credit card,Male,Yes,No
C10389,,11,106.28,1290.67,2,Month-to-month,Fiber optic,Credit card,Male,Yes,Yes
C10390,26.0,54,93.42,4892.12,4,Month-to-month,DSL,Electronic check,Male,No,Yes
C10391,40.0,13,99.69,1115.23,1,Month-to-month,DSL,Bank transfer,Male,Yes,Yes
C10392,25.0,26,22.99,537.12,3,,No,Bank transfer,Male,Yes,Yes
C10393,29.0,43,41.92,,6,Month-to-month,Fiber optic,Electronic check,Male,No,Yes
C10394,77.0,52,81.43,4593.74,2,Month-to-month,Fiber optic,Mailed check,Female,No,No
C10395,23.0,63,105.53,6071.84,1,Month-to-month,DSL,Credit card,Male,No,Yes
C10396,47.0,3,18.46,62.31,4,Two year,Fiber optic,Bank transfer,Male,Yes,No
C10397,69.0,14,70.49,1090.78,1,Month-to-month,No,Mailed check,Female,Yes,Yes
C10398,77.0,20,87.08,1923.62,2,Two year,No,Mailed check,Female,Yes,Yes
C10399,27.0,22,21.02,424.66,3,Month-to-month,DSL,Credit card,Male,Yes,Yes
C10400,28.0,72,,3671.47,4,Month-to-month,Fiber optic,Mailed check,Female,Yes,Yes
C10401,41.0,56,109.35,6798.59,5,Month-to-month,Fiber optic,Electronic check,Male,No,Yes
C10402,52.0,23,86.5,1873.59,5,,Fiber optic,Bank transfer,Female,Yes,No
C10403,77.0,70,42.24,3062.28,6,Month-to-month,Fiber optic,Credit card,Female,No,No
C10404,30.0,36,104.98,,0,Month-to-month,Fiber optic,Electronic check,Female,Yes,No
C10405,28.0,36,53.5,1711.23,2,Month-to-month,,Mailed check,Male,Yes,Yes
C10406,33.0,31,105.04,3530.58,0,Month-to-month,Fiber optic,Mailed check,Female,No,No
C10407,72.0,10,48.49,,0,One year,Fiber optic,Electronic check,Male,No,No
C10408,19.0,68,78.21,5682.65,1,,Fiber optic,Bank transfer,Male,Yes,No
C10409,41.0,1,58.49,57.46,4,Two year,No,Mailed check,Female,No,No
C10410,25.0,12,46.03,614.78,7,Month-to-month,Fiber optic,Electronic check,Male,Yes,Yes
C10411,27.0,16,108.43,1749.17,6,Two year,DSL,Mailed check,Female,Yes,No
C10412,74.0,20,37.13,797.13,5,One year,No,Credit card,Male,No,No
C10413,18.0,9,26.65,262.91,6,Two year,No,Credit card,Female,Yes,Yes
C10414,37.0,1,52.88,56.84,1,Two year,DSL,Bank transfer,Female,Yes,No
C10415,74.0,49,91.2,,6,Month-to-month,Fiber optic,Mailed check,Male,No,Yes
C10416,55.0,70,100.36,6219.78,7,Month-to-month,DSL,Credit card,Male,Yes,No
C10417,22.0,8,119.87,883.68,0,Month-to-month,Fiber optic,Electronic check,Male,Yes,No
C10418,,21,48.23,1013.7,3,Two year,DSL,Bank transfer,Male,Yes,No
C10419,78.0,36,59.61,2149.36,6,One year,Fiber optic,Bank transfer,Female,No,Yes
C10420,42.0,67,31.96,2194.41,3,Month-to-month,DSL,Bank transfer,Female,No,Yes
C10421,50.0,50,76.64,3711.41,6,Two year,Fiber optic,Electronic check,Female,Yes,No
C10422,,55,119.75,7153.11,7,Month-to-month,No,Bank transfer,Male,Yes,Yes
C10423,58.0,42,89.49,4224.44,3,One year,Fiber optic,Bank transfer,Female,No,No
C10424,29.0,30,78.71,2181.88,0,One year,No,Credit card,Female,Yes,No
C10425,70.0,14,58.02,869.92,2,Month-to-month,No,Electronic check,Female,No,No
C10426,79.0,63,111.36,7390.26,1,One year,No,Bank transfer,Female,No,No
C10427,,58,68.69,4011.62,3,Two year,DSL,Credit card,Female,Yes,No
C10428,68.0,1,31.71,28.75,4,Month-to-month,No,Mailed check,Female,Yes,Yes
C10429,68.0,52,910.0,51511.12,3,Month-to-month,,Bank transfer,Female,Yes,No
C10430,63.0,6,24.85,169.7,1,Month-to-month,Fiber optic,Electronic check,Male,Yes,Yes
C10431,40.0,53,38.6,2181.95,2,One year,No,Bank transfer,Female,Yes,No
C10432,47.0,60,19.8,1336.93,5,Month-to-month,Fiber optic,Bank transfer,Female,No,Yes
C10433,70.0,9,64.23,662.04,0,Two year,Fiber optic,Electronic check,Male,Yes,No
C10434,27.0,31,82.72,2450.5,1,Two year,Fiber optic,Electronic check,Female,No,No
C10435,69.0,9,53.02,496.97,7,Month-to-month,No,Bank transfer,Female,No,Yes
C10436,75.0,41,60.88,2476.56,0,Month-to-month,Fiber optic,Electronic check,Female,Yes,No
C10437,60.0,67,115.84,8894.34,3,One year,Fiber optic,Mailed check,Female,Yes,No
C10438,39.0,5,94.7,415.8,1,One year,No,Electronic check,Male,Yes,Yes
C10439,52.0,29,73.17,2066.15,0,Month-to-month,DSL,Credit card,Female,No,Yes
C10440,21.0,71,47.02,3714.53,3,Month-to-month,DSL,Bank transfer,Female,Yes,Yes
C10441,75.0,21,109.49,2150.33,4,Month-to-month,Fiber optic,Credit card,Female,No,Yes
C10442,,9,41.98,410.44,1,Two year,No,Electronic check,Female,No,No
C10443,21.0,35,51.18,1728.31,0,Month-to-month,,Electronic check,Male,No,Yes
C10444,67.0,37,110.72,4686.53,1,,DSL,Bank transfer,Female,No,No
C10445,58.0,48,72.01,,5,Month-to-month,DSL,Bank transfer,Male,No,Yes
C10446,56.0,22,93.72,1938.95,6,Two year,No,Credit card,Male,No,No
C10447,21.0,69,78.26,5837.65,1,Month-to-month,DSL,Credit card,Male,No,Yes
C10448,64.0,38,84.65,3059.26,2,Month-to-month,Fiber optic,Credit card,Male,No,No
C10449,57.0,20,48.54,1001.78,2,Two year,No,Electronic check,Male,No,No
C10450,67.0,70,42.62,3125.24,2,Two year,DSL,Mailed check,Male,No,No
C10451,69.0,67,50.89,,1,Month-to-month,Fiber optic,Credit card,Male,Yes,No
C10452,31.0,36,680.0,20987.57,0,Month-to-month,Fiber optic,Bank transfer,Female,No,Yes
C10453,31.0,1,107.18,98.18,4,Month-to-month,No,Credit card,Female,No,Yes
C10454,75.0,43,46.89,2144.46,2,Month-to-month,Fiber optic,Bank transfer,Female,No,Yes
C10455,50.0,40,75.27,3068.18,2,Month-to-month,Fiber optic,Electronic check,Male,Yes,Yes
C10456,45.0,10,98.78,986.5,2,Two year,DSL,Mailed check,Male,No,Yes
C10457,35.0,46,97.95,3904.47,7,Month-to-month,Fiber optic,Credit card,Female,No,Yes
C10458,57.0,61,62.72,3651.77,4,One year,Fiber optic,Bank transfer,Female,No,No
C10459,64.0,7,66.58,517.11,3,Month-to-month,DSL,Electronic check,Female,Yes,Yes
C10460,18.0,52,119.46,5337.7,1,Month-to-month,Fiber optic,Electronic check,Male,No,No
C10461,52.0,10,86.81,841.13,6,One year,No,Credit card,Male,No,Yes
C10462,,54,101.09,6187.86,7,Month-to-month,DSL,Credit card,Male,No,No
C10463,35.0,30,110.06,2856.93,0,One year,DSL,Credit card,Female,No,Yes
C10464,35.0,0,98.33,105.7,7,Month-to-month,Fiber optic,Electronic check,Female,No,Yes
C10465,72.0,70,36.89,2394.52,5,Two year,DSL,Bank transfer,Female,No,No
C10466,21.0,12,75.34,1003.51,0,One year,DSL,Credit card,Male,Yes,No
C10467,42.0,43,28.39,1310.89,6,Two year,Fiber optic,Bank transfer,Male,No,Yes
C10468,46.0,13,84.6,1227.06,0,,DSL,Bank transfer,Male,Yes,Yes
C10469,67.0,68,115.45,7181.55,0,Month-to-month,Fiber optic,Mailed check,Female,No,No
C10470,25.0,53,70.3,3760.88,0,Month-to-month,Fiber optic,Electronic check,Female,No,No
C10471,44.0,58,62.16,3907.33,3,Month-to-month,Fiber optic,Mailed check,Male,Yes,No
C10472,27.0,31,21.66,620.23,4,Month-to-month,DSL,Bank transfer,Female,Yes,No
C10473,66.0,34,115.9,3622.29,3,Month-to-month,No,Electronic check,Male,Yes,No
C10474,57.0,46,28.51,1125.44,0,Month-to-month,DSL,Electronic check,Female,No,No
C10475,48.0,57,22.19,1438.81,1,Month-to-month,Fiber optic,Mailed check,Female,No,No
C10476,,61,43.1,2794.75,6,Month-to-month,Fiber optic,Credit card,Male,Yes,No
C10477,27.0,1,24.68,25.68,7,Month-to-month,Fiber optic,Bank transfer,Female,No,Yes
C10478,,48,64.42,3318.5,6,Month-to-month,DSL,Bank transfer,Female,Yes,No
C10479,58.0,7,70.64,499.17,0,One year,DSL,Bank transfer,Male,No,Yes
C10480,37.0,21,49.88,1039.98,6,Month-to-month,Fiber optic,Electronic check,Female,Yes,Yes
C10481,,60,23.2,1370.92,5,Month-to-month,DSL,Mailed check,Female,Yes,No
C10482,63.0,18,29.38,551.12,4,Month-to-month,DSL,Electronic check,Male,Yes,Yes
C10483,62.0,58,,3021.6,1,One year,Fiber optic,Credit card,Female,No,No
C10484,46.0,33,24.17,890.47,7,Month-to-month,No,Credit card,Female,Yes,Yes
C10485,36.0,16,89.22,1561.03,3,One year,DSL,Mailed check,Female,No,No
C10486,58.0,24,39.12,896.51,0,Two year,No,Mailed check,Female,Yes,No
C10487,58.0,38,48.81,1898.52,1,Month-to-month,Fiber optic,Mailed check,Female,Yes,Yes
C10488,,55,58.2,2856.28,3,Two year,No,Credit card,Male,Yes,No
C10489,22.0,44,60.49,3038.71,0,One year,,Mailed check,Female,Yes,No
C10490,47.0,68,18.17,1384.9,2,Month-to-month,Fiber optic,Credit card,Female,No,No
C10491,56.0,63,29.43,2088.76,3,Month-to-month,Fiber optic,Mailed check,Female,Yes,Yes
C10492,76.0,54,,5435.79,7,One year,Fiber optic,Bank transfer,Female,No,No
C10493,50.0,44,18.13,718.54,0,Two year,No,Bank transfer,Male,Yes,No
C10494,39.0,21,69.83,1339.63,4,Month-to-month,DSL,Mailed check,Female,Yes,Yes
C10495,52.0,30,67.93,1787.24,7,Month-to-month,DSL,Credit card,Female,Yes,Yes
C10496,28.0,8,51.98,368.45,6,One year,DSL,Bank transfer,Female,Yes,No
C10497,23.0,27,62.0,1458.71,7,Month-to-month,No,Credit card,Female,No,Yes
C10498,60.0,67,97.62,7501.65,1,,Fiber optic,Credit card,Female,No,No
C10499,79.0,31,103.8,,6,Month-to-month,Fiber optic,Electronic check,Male,Yes,Yes
C10361,,65,,5358.2,7,Month-to-month,DSL,Electronic check,Male,Yes,No
C10073,32.0,9,72.61,714.45,2,One year,DSL,Bank transfer,Male,No,No
C10374,76.0,64,117.75,7464.18,0,One year,Fiber optic,Bank transfer,Male,No,Yes
C10155,65.0,48,107.68,4992.4,2,Month-to-month,DSL,Mailed check,Male,Yes,No
C10104,34.0,58,65.53,3692.41,3,Two year,DSL,Credit card,Female,No,No
C10394,77.0,52,81.43,4593.74,2,Month-to-month,Fiber optic,Mailed check,Female,No,No
C10377,18.0,54,26.65,1423.48,7,Two year,No,Bank transfer,Female,No,No
C10124,33.0,62,34.08,1870.5,2,One year,Fiber optic,Bank transfer,Female,No,No
C10068,37.0,5,48.28,218.78,1,Month-to-month,No,Mailed check,Female,No,No
C10450,67.0,70,42.62,3125.24,2,Two year,DSL,Mailed check,Male,No,No
C10009,32.0,6,78.63,,2,Month-to-month,DSL,Electronic check,Male,No,Yes
C10194,24.0,70,45.62,,7,One year,DSL,Mailed check,Female,Yes,No
C10406,33.0,31,105.04,3530.58,0,Month-to-month,Fiber optic,Mailed check,Female,No,No
C10084,79.0,45,,1324.55,5,Month-to-month,DSL,Electronic check,Female,Yes,Yes
C10371,36.0,48,67.95,3486.47,2,Two year,DSL,Mailed check,Male,No,No
C10388,44.0,65,96.92,5779.48,6,Month-to-month,Fiber optic,Credit card,Male,Yes,No
C10495,52.0,30,67.93,1787.24,7,Month-to-month,DSL,Credit card,Female,Yes,Yes
C10030,46.0,32,22.43,765.8,4,One year,DSL,Bank transfer,Female,Yes,No
